% Moku:Pro Oscilloscope
% Channel A
% Channel B
% Channel C
% Channel D
% Time span 2.788 s, time offset -92.92 ms, Precision acquisition mode, no averaging
% Edge trigger: Channel D, level 4.593 mV, Normal mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output A (off) - Ramp, 200.000 mHz, 22.0 mVpp, offset 5.1 mV, phase 0.000 000 deg, symmetry 50.00 %
% Output B (off) - DC, 1.5 mV
% Internal 10 MHz clock
% Acquired 2025-09-23 T 16:36:48 +0800
% Time (s), Channel A (V), Channel B (V), Channel D (V)
-8.2909594240e-01, 1.0905845372e-03, 0.0000000000e+00, -2.7067769039e-03
-8.2890072320e-01, 1.0910052198e-03, -6.8010350773e-06, -2.7067769039e-03
-8.2870550400e-01, 1.0920919831e-03, -3.3444265277e-05, -2.7067769039e-03
-8.2851028480e-01, 1.0960183539e-03, -3.3444265277e-05, -2.7067769039e-03
-8.2831506560e-01, 1.0939149410e-03, -3.3444265277e-05, -2.7067769039e-03
-8.2811984640e-01, 1.0931787465e-03, -3.3444265277e-05, -2.7067769039e-03
-8.2792462720e-01, 1.0924425520e-03, -3.3444265277e-05, -2.7067769039e-03
-8.2772940800e-01, 1.0932138034e-03, -3.3444265277e-05, -2.7067769039e-03
-8.2753418880e-01, 1.0930385189e-03, -3.3444265277e-05, -2.7067769039e-03
-8.2733896960e-01, 1.0884811243e-03, -3.3444265277e-05, -2.7067769039e-03
-8.2714375040e-01, 1.0913908455e-03, -3.3444265277e-05, -2.7067769039e-03
-8.2694853120e-01, 1.0938448272e-03, -3.3444265277e-05, -2.7067769039e-03
-8.2675331200e-01, 1.0884811243e-03, -3.3444265277e-05, -2.7067769039e-03
-8.2655809280e-01, 1.0918816418e-03, -3.3444265277e-05, -2.7002913808e-03
-8.2636287360e-01, 1.0927230070e-03, -3.3444265277e-05, -2.6733676955e-03
-8.2616765440e-01, 1.0928982914e-03, -3.3444265277e-05, -2.6733676955e-03
-8.2597243520e-01, 1.0901989115e-03, -3.3444265277e-05, -2.6733676955e-03
-8.2577721600e-01, 1.0960183539e-03, -3.3444265277e-05, -2.6733676955e-03
-8.2558199680e-01, 1.0946861924e-03, -3.3444265277e-05, -2.6733676955e-03
-8.2538677760e-01, 1.0909701629e-03, -3.3444265277e-05, -2.6733676955e-03
-8.2519155840e-01, 1.0917063574e-03, -3.3444265277e-05, -2.6733676955e-03
-8.2499633920e-01, 1.0898483427e-03, -3.3444265277e-05, -2.6733676955e-03
-8.2480112000e-01, 1.0912155611e-03, -3.3444265277e-05, -2.6733676955e-03
-8.2460590080e-01, 1.0937045997e-03, -3.3444265277e-05, -2.6733676955e-03
-8.2441068160e-01, 1.0951769887e-03, -3.3444265277e-05, -2.6733676955e-03
-8.2421546240e-01, 1.0910052198e-03, -3.3444265277e-05, -2.6733676955e-03
-8.2402024320e-01, 1.0946511355e-03, -3.3444265277e-05, -2.6733676955e-03
-8.2382502400e-01, 1.0925126657e-03, -3.3444265277e-05, -2.6733676955e-03
-8.2362980480e-01, 1.0923373813e-03, -3.3444265277e-05, -2.6733676955e-03
-8.2343458560e-01, 1.0947913630e-03, -3.3444265277e-05, -2.6733676955e-03
-8.2323936640e-01, 1.0917063574e-03, -3.3444265277e-05, -2.6733676955e-03
-8.2304414720e-01, 1.0905845372e-03, -3.3444265277e-05, -2.6733676955e-03
-8.2284892800e-01, 1.0947913630e-03, -3.3444265277e-05, -2.6733676955e-03
-8.2265370880e-01, 1.0928281777e-03, -3.3444265277e-05, -2.6515272581e-03
-8.2245848960e-01, 1.0927931208e-03, -3.3444265277e-05, -2.6399584871e-03
-8.2226327040e-01, 1.0910402767e-03, -3.3444265277e-05, -2.6399584871e-03
-8.2206805120e-01, 1.0929684052e-03, -3.3444265277e-05, -2.6399584871e-03
-8.2187283200e-01, 1.0928281777e-03, -3.3444265277e-05, -2.6399584871e-03
-8.2167761280e-01, 1.0898132858e-03, -3.3444265277e-05, -2.6399584871e-03
-8.2148239360e-01, 1.0937396566e-03, -3.3444265277e-05, -2.6399584871e-03
-8.2128717440e-01, 1.0921620969e-03, -3.3444265277e-05, -2.6399584871e-03
-8.2109195520e-01, 1.0906195941e-03, -3.3444265277e-05, -2.6399584871e-03
-8.2089673600e-01, 1.0933189740e-03, -3.3444265277e-05, -2.6399584871e-03
-8.2070151680e-01, 1.0955976713e-03, -3.3444265277e-05, -2.6399584871e-03
-8.2050629760e-01, 1.0921270400e-03, -3.3444265277e-05, -2.6399584871e-03
-8.2031107840e-01, 1.0940551685e-03, -3.3444265277e-05, -2.6399584871e-03
-8.2011585920e-01, 1.0923724382e-03, -3.3444265277e-05, -2.6399584871e-03
-8.1992064000e-01, 1.0932488602e-03, -3.3444265277e-05, -2.6399584871e-03
-8.1972542080e-01, 1.0933189740e-03, -3.3444265277e-05, -2.6399584871e-03
-8.1953020160e-01, 1.0912155611e-03, -3.3444265277e-05, -2.6399584871e-03
-8.1933498240e-01, 1.0911805042e-03, -3.3444265277e-05, -2.6399584871e-03
-8.1913976320e-01, 1.0897431721e-03, -2.4224305353e-05, -2.6399584871e-03
-8.1894454400e-01, 1.0905845372e-03, 0.0000000000e+00, -2.6296517638e-03
-8.1874932480e-01, 1.0893926032e-03, -2.9552951393e-05, -2.6065492787e-03
-8.1855410560e-01, 1.0934942584e-03, -3.3444265277e-05, -2.6065492787e-03
-8.1835888640e-01, 1.0911805042e-03, -3.3444265277e-05, -2.6065492787e-03
-8.1816366720e-01, 1.0909701629e-03, -1.8439919849e-05, -2.6065492787e-03
-8.1796844800e-01, 1.0932138034e-03, 0.0000000000e+00, -2.6065492787e-03
-8.1777322880e-01, 1.0931086327e-03, -1.6616961993e-05, -2.6065492787e-03
-8.1757800960e-01, 1.0953522732e-03, -3.3444265277e-05, -2.6065492787e-03
-8.1738279040e-01, 1.0906195941e-03, -3.3444265277e-05, -2.6065492787e-03
-8.1718757120e-01, 1.0918115281e-03, -2.0403105232e-05, -2.6065492787e-03
-8.1699235200e-01, 1.0931086327e-03, 0.0000000000e+00, -2.6065492787e-03
-8.1679713280e-01, 1.0951419319e-03, -1.1218202189e-05, -2.6065492787e-03
-8.1660191360e-01, 1.0949315906e-03, -3.3444265277e-05, -2.6065492787e-03
-8.1640669440e-01, 1.0900586840e-03, -3.3444265277e-05, -2.6065492787e-03
-8.1621147520e-01, 1.0921270400e-03, -2.5100727399e-05, -2.6065492787e-03
-8.1601625600e-01, 1.0901638546e-03, 0.0000000000e+00, -2.6065492787e-03
-8.1582103680e-01, 1.0944758511e-03, -6.0297836768e-06, -2.6065492787e-03
-8.1562581760e-01, 1.0901989115e-03, -3.3444265277e-05, -2.6065492787e-03
-8.1543059840e-01, 1.0929684052e-03, -3.3444265277e-05, -2.6065492787e-03
-8.1523537920e-01, 1.0931787465e-03, -2.7835164182e-05, -2.6065492787e-03
-8.1504016000e-01, 1.0906897079e-03, 0.0000000000e+00, -2.5808876412e-03
-8.1484494080e-01, 1.0930735758e-03, 0.0000000000e+00, -2.5731050134e-03
-8.1464972160e-01, 1.0908299354e-03, -3.2497729467e-05, -2.5731050134e-03
-8.1445450240e-01, 1.0928982914e-03, -3.3444265277e-05, -2.5731050134e-03
-8.1425928320e-01, 1.0924776088e-03, -3.0779942257e-05, -2.5731050134e-03
-8.1406406400e-01, 1.0953172163e-03, 0.0000000000e+00, -2.5731050134e-03
-8.1386884480e-01, 1.0931787465e-03, 0.0000000000e+00, -2.5731050134e-03
-8.1367362560e-01, 1.0915661299e-03, -2.7554709128e-05, -2.5731050134e-03
-8.1347840640e-01, 1.0894276601e-03, -3.3444265277e-05, -2.5731050134e-03
-8.1328318720e-01, 1.0912856749e-03, -3.3444265277e-05, -2.5731050134e-03
-8.1308796800e-01, 1.0925477226e-03, -3.7160294752e-06, -2.5731050134e-03
-8.1289274880e-01, 1.0896730583e-03, 0.0000000000e+00, -2.5731050134e-03
-8.1269752960e-01, 1.0911805042e-03, -2.5065670517e-05, -2.5731050134e-03
-8.1250231040e-01, 1.0939149410e-03, -3.3444265277e-05, -2.5731050134e-03
-8.1230709120e-01, 1.0951769887e-03, -3.3444265277e-05, -2.5731050134e-03
-8.1211187200e-01, 1.0932839171e-03, -8.6941066968e-06, -2.5731050134e-03
-8.1191665280e-01, 1.0949315906e-03, 0.0000000000e+00, -2.5731050134e-03
-8.1172143360e-01, 1.0927931208e-03, -2.0297934586e-05, -2.5731050134e-03
-8.1152621440e-01, 1.0911454473e-03, -3.3444265277e-05, -2.5731050134e-03
-8.1133099520e-01, 1.0921620969e-03, -3.3444265277e-05, -2.5590121469e-03
-8.1113577600e-01, 1.0923724382e-03, -1.4338264673e-05, -2.5396958050e-03
-8.1094055680e-01, 1.0934241446e-03, 0.0000000000e+00, -2.5396958050e-03
-8.1074533760e-01, 1.0909000492e-03, -1.6687075757e-05, -2.5396958050e-03
-8.1055011840e-01, 1.0913908455e-03, -3.3444265277e-05, -2.5396958050e-03
-8.1035489920e-01, 1.0882006693e-03, -3.3444265277e-05, -2.5396958050e-03
-8.1015968000e-01, 1.0896029445e-03, -1.7773839094e-05, -2.5396958050e-03
-8.0996446080e-01, 1.0911805042e-03, 0.0000000000e+00, -2.5396958050e-03
-8.0976924160e-01, 1.0867983940e-03, -7.7826277689e-06, -2.5396958050e-03
-8.0957402240e-01, 1.0941953960e-03, -3.3444265277e-05, -2.5396958050e-03
-8.0937880320e-01, 1.0917764712e-03, -3.3444265277e-05, -2.5396958050e-03
-8.0918358400e-01, 1.0921620969e-03, -1.4198037146e-05, -2.5396958050e-03
-8.0898836480e-01, 1.0960884677e-03, 0.0000000000e+00, -2.5396958050e-03
-8.0879314560e-01, 1.0894977739e-03, 0.0000000000e+00, -2.5396958050e-03
-8.0859792640e-01, 1.0916362437e-03, -2.6292661381e-05, -2.5396958050e-03
-8.0840270720e-01, 1.0899184565e-03, -3.3444265277e-05, -2.5396958050e-03
-8.0820748800e-01, 1.0919517556e-03, -1.0552121434e-05, -2.5396958050e-03
-8.0801226880e-01, 1.0945459649e-03, 0.0000000000e+00, -2.5396958050e-03
-8.0781704960e-01, 1.0920218694e-03, 0.0000000000e+00, -2.5396958050e-03
-8.0762183040e-01, 1.0911103904e-03, -1.4899174783e-05, -2.5396958050e-03
-8.0742661120e-01, 1.0924425520e-03, -3.3444265277e-05, -2.5102480243e-03
-8.0723139200e-01, 1.0893575464e-03, -1.0026268207e-05, -2.5062865966e-03
-8.0703617280e-01, 1.0917414143e-03, 0.0000000000e+00, -2.5062865966e-03
-8.0684095360e-01, 1.0944758511e-03, 0.0000000000e+00, -2.5062865966e-03
-8.0664573440e-01, 1.0885512381e-03, -5.7493286221e-06, -2.5062865966e-03
-8.0645051520e-01, 1.0914960161e-03, -3.3444265277e-05, -2.5062865966e-03
-8.0625529600e-01, 1.0944057373e-03, -9.8159269157e-06, -2.5062865966e-03
-8.0606007680e-01, 1.0902690253e-03, 0.0000000000e+00, -2.5062865966e-03
-8.0586485760e-01, 1.0946511355e-03, 0.0000000000e+00, -2.5062865966e-03
-8.0566963840e-01, 1.0912506180e-03, 0.0000000000e+00, -2.5062865966e-03
-8.0547441920e-01, 1.0906546510e-03, -2.5100727399e-05, -2.5062865966e-03
-8.0527920000e-01, 1.0924776088e-03, -4.0315414118e-06, -2.5062865966e-03
-8.0508398080e-01, 1.0937045997e-03, 0.0000000000e+00, -2.5062865966e-03
-8.0488876160e-01, 1.0928281777e-03, 0.0000000000e+00, -2.5062865966e-03
-8.0469354240e-01, 1.0923373813e-03, 0.0000000000e+00, -2.5062865966e-03
-8.0449832320e-01, 1.0952471025e-03, 0.0000000000e+00, -2.5062865966e-03
-8.0430310400e-01, 1.0923373813e-03, 0.0000000000e+00, -2.5062865966e-03
-8.0410788480e-01, 1.0883759537e-03, 0.0000000000e+00, -2.5062865966e-03
-8.0391266560e-01, 1.0928281777e-03, 0.0000000000e+00, -2.5062865966e-03
-8.0371744640e-01, 1.0905845372e-03, 0.0000000000e+00, -2.4883374731e-03
-8.0352222720e-01, 1.0948264199e-03, 0.0000000000e+00, -2.4728773882e-03
-8.0332700800e-01, 1.0921270400e-03, 0.0000000000e+00, -2.4728773882e-03
-8.0313178880e-01, 1.0927230070e-03, 0.0000000000e+00, -2.4728773882e-03
-8.0293656960e-01, 1.0900937409e-03, 0.0000000000e+00, -2.4728773882e-03
-8.0274135040e-01, 1.0957378989e-03, 0.0000000000e+00, -2.4728773882e-03
-8.0254613120e-01, 1.0903741959e-03, 0.0000000000e+00, -2.4728773882e-03
-8.0235091200e-01, 1.0920919831e-03, 0.0000000000e+00, -2.4728773882e-03
-8.0215569280e-01, 1.0906195941e-03, 0.0000000000e+00, -2.4728773882e-03
-8.0196047360e-01, 1.0902339684e-03, 0.0000000000e+00, -2.4728773882e-03
-8.0176525440e-01, 1.0945459649e-03, 0.0000000000e+00, -2.4728773882e-03
-8.0157003520e-01, 1.0916011868e-03, -4.8378496942e-06, -2.4728773882e-03
-8.0137481600e-01, 1.0903391390e-03, -2.8886870638e-05, -2.4728773882e-03
-8.0117959680e-01, 1.0930034621e-03, 0.0000000000e+00, -2.4728773882e-03
-8.0098437760e-01, 1.0914259024e-03, 0.0000000000e+00, -2.4728773882e-03
-8.0078915840e-01, 1.0930385189e-03, 0.0000000000e+00, -2.4728773882e-03
-8.0059393920e-01, 1.0938798841e-03, -1.6932473930e-05, -2.4728773882e-03
-8.0039872000e-01, 1.0909351060e-03, -3.3444265277e-05, -2.4728773882e-03
-8.0020350080e-01, 1.0919868125e-03, -1.3006103163e-05, -2.4728773882e-03
-8.0000828160e-01, 1.0930385189e-03, 0.0000000000e+00, -2.4728773882e-03
-7.9981306240e-01, 1.0914609593e-03, 0.0000000000e+00, -2.4395733505e-03
-7.9961784320e-01, 1.0917063574e-03, -1.1428543480e-05, -2.4394331230e-03
-7.9942262400e-01, 1.0931086327e-03, -3.3444265277e-05, -2.4394331230e-03
-7.9922740480e-01, 1.0921270400e-03, -1.1288315953e-05, -2.4394331230e-03
-7.9903218560e-01, 1.0940201116e-03, 0.0000000000e+00, -2.4394331230e-03
-7.9883696640e-01, 1.0946160786e-03, 0.0000000000e+00, -2.4394331230e-03
-7.9864174720e-01, 1.0899184565e-03, 0.0000000000e+00, -2.4394331230e-03
-7.9844652800e-01, 1.0940201116e-03, -1.8790488667e-05, -2.4394331230e-03
-7.9825130880e-01, 1.0917764712e-03, 0.0000000000e+00, -2.4394331230e-03
-7.9805608960e-01, 1.0936695428e-03, 0.0000000000e+00, -2.4394331230e-03
-7.9786087040e-01, 1.0900937409e-03, 0.0000000000e+00, -2.4394331230e-03
-7.9766565120e-01, 1.0929684052e-03, 0.0000000000e+00, -2.4394331230e-03
-7.9747043200e-01, 1.0923373813e-03, 0.0000000000e+00, -2.4394331230e-03
-7.9727521280e-01, 1.0884110105e-03, 0.0000000000e+00, -2.4394331230e-03
-7.9707999360e-01, 1.0948965337e-03, 0.0000000000e+00, -2.4394331230e-03
-7.9688477440e-01, 1.0892874326e-03, 0.0000000000e+00, -2.4394331230e-03
-7.9668955520e-01, 1.0915310730e-03, 0.0000000000e+00, -2.4394331230e-03
-7.9649433600e-01, 1.0902339684e-03, 0.0000000000e+00, -2.4394331230e-03
-7.9629911680e-01, 1.0906546510e-03, 0.0000000000e+00, -2.4394331230e-03
-7.9610389760e-01, 1.0921971538e-03, 0.0000000000e+00, -2.4242184362e-03
-7.9590867840e-01, 1.0901989115e-03, 0.0000000000e+00, -2.4060239146e-03
-7.9571345920e-01, 1.0914259024e-03, 0.0000000000e+00, -2.4060239146e-03
-7.9551824000e-01, 1.0938798841e-03, 0.0000000000e+00, -2.4060239146e-03
-7.9532302080e-01, 1.0915310730e-03, 0.0000000000e+00, -2.4060239146e-03
-7.9512780160e-01, 1.0947913630e-03, 0.0000000000e+00, -2.4060239146e-03
-7.9493258240e-01, 1.0901638546e-03, 0.0000000000e+00, -2.4060239146e-03
-7.9473736320e-01, 1.0954574438e-03, 0.0000000000e+00, -2.4060239146e-03
-7.9454214400e-01, 1.0913908455e-03, 0.0000000000e+00, -2.4060239146e-03
-7.9434692480e-01, 1.0939850548e-03, 0.0000000000e+00, -2.4060239146e-03
-7.9415170560e-01, 1.0913557886e-03, 0.0000000000e+00, -2.4060239146e-03
-7.9395648640e-01, 1.0886213518e-03, 0.0000000000e+00, -2.4060239146e-03
-7.9376126720e-01, 1.0933890878e-03, 0.0000000000e+00, -2.4060239146e-03
-7.9356604800e-01, 1.0933890878e-03, 0.0000000000e+00, -2.4060239146e-03
-7.9337082880e-01, 1.0903741959e-03, -1.8790488667e-05, -2.4060239146e-03
-7.9317560960e-01, 1.0910052198e-03, 0.0000000000e+00, -2.4060239146e-03
-7.9298039040e-01, 1.0927230070e-03, 0.0000000000e+00, -2.4060239146e-03
-7.9278517120e-01, 1.0939850548e-03, 0.0000000000e+00, -2.4060239146e-03
-7.9258995200e-01, 1.0921270400e-03, -1.2795761872e-05, -2.4060239146e-03
-7.9239473280e-01, 1.0920569263e-03, -3.3444265277e-05, -2.4023429420e-03
-7.9219951360e-01, 1.0921270400e-03, -1.9596796950e-05, -2.3726147062e-03
-7.9200429440e-01, 1.0968947760e-03, 0.0000000000e+00, -2.3726147062e-03
-7.9180907520e-01, 1.0894276601e-03, 0.0000000000e+00, -2.3726147062e-03
-7.9161385600e-01, 1.0938448272e-03, -1.9070943722e-05, -2.3726147062e-03
-7.9141863680e-01, 1.0919166987e-03, -3.3444265277e-05, -2.3726147062e-03
-7.9122341760e-01, 1.0909000492e-03, -3.1831648712e-05, -2.3726147062e-03
-7.9102819840e-01, 1.0946861924e-03, 0.0000000000e+00, -2.3726147062e-03
-7.9083297920e-01, 1.0937045997e-03, 0.0000000000e+00, -2.3726147062e-03
-7.9063776000e-01, 1.0920218694e-03, -1.7528440921e-05, -2.3726147062e-03
-7.9044254080e-01, 1.0934592015e-03, -3.3444265277e-05, -2.3726147062e-03
-7.9024732160e-01, 1.0906546510e-03, -3.3444265277e-05, -2.3726147062e-03
-7.9005210240e-01, 1.0914960161e-03, -2.7344367837e-06, -2.3726147062e-03
-7.8985688320e-01, 1.0895678876e-03, 0.0000000000e+00, -2.3726147062e-03
-7.8966166400e-01, 1.0941603392e-03, -9.8860406794e-06, -2.3726147062e-03
-7.8946644480e-01, 1.0934942584e-03, -3.3444265277e-05, -2.3726147062e-03
-7.8927122560e-01, 1.0929684052e-03, -3.3444265277e-05, -2.3726147062e-03
-7.8907600640e-01, 1.0926528932e-03, -3.2602900113e-06, -2.3726147062e-03
-7.8888078720e-01, 1.0954223869e-03, 0.0000000000e+00, -2.3726147062e-03
-7.8868556800e-01, 1.0900586840e-03, -1.6126165647e-06, -2.3726147062e-03
-7.8849034880e-01, 1.0912506180e-03, -3.3444265277e-05, -2.3535788193e-03
-7.8829512960e-01, 1.0952821594e-03, -3.3444265277e-05, -2.3392054978e-03
-7.8809991040e-01, 1.0905845372e-03, -5.5389873310e-06, -2.3392054978e-03
-7.8790469120e-01, 1.0951769887e-03, 0.0000000000e+00, -2.3392054978e-03
-7.8770947200e-01, 1.0898132858e-03, 0.0000000000e+00, -2.3392054978e-03
-7.8751425280e-01, 1.0912506180e-03, -2.9763292684e-05, -2.3392054978e-03
-7.8731903360e-01, 1.0958430695e-03, -3.3444265277e-05, -2.3392054978e-03
-7.8712381440e-01, 1.0933540309e-03, -1.0727405844e-05, -2.3392054978e-03
-7.8692859520e-01, 1.0905494803e-03, 0.0000000000e+00, -2.3392054978e-03
-7.8673337600e-01, 1.0905845372e-03, 0.0000000000e+00, -2.3392054978e-03
-7.8653815680e-01, 1.0955626144e-03, -2.7765050419e-05, -2.3392054978e-03
-7.8634293760e-01, 1.0910402767e-03, -3.3444265277e-05, -2.3392054978e-03
-7.8614771840e-01, 1.0935293153e-03, -2.1209413514e-05, -2.3392054978e-03
-7.8595249920e-01, 1.0929333483e-03, 0.0000000000e+00, -2.3392054978e-03
-7.8575728000e-01, 1.0907948785e-03, 0.0000000000e+00, -2.3392054978e-03
-7.8556206080e-01, 1.0919868125e-03, -3.2462672586e-05, -2.3392054978e-03
-7.8536684160e-01, 1.0916713006e-03, -3.3444265277e-05, -2.3392054978e-03
-7.8517162240e-01, 1.0930385189e-03, -3.3444265277e-05, -2.3392054978e-03
-7.8497640320e-01, 1.0891472051e-03, -7.1866607776e-06, -2.3392054978e-03
-7.8478118400e-01, 1.0882357261e-03, -9.0797323971e-06, -2.3317033251e-03
-7.8458596480e-01, 1.0944758511e-03, -3.3444265277e-05, -2.3057962894e-03
-7.8439074560e-01, 1.0889018069e-03, -3.3444265277e-05, -2.3057962894e-03
-7.8419552640e-01, 1.0947913630e-03, -3.3444265277e-05, -2.3057962894e-03
-7.8400030720e-01, 1.0913207317e-03, -3.3444265277e-05, -2.3057962894e-03
-7.8380508800e-01, 1.0940201116e-03, -3.3444265277e-05, -2.3057962894e-03
-7.8360986880e-01, 1.0957729557e-03, -3.3444265277e-05, -2.3057962894e-03
-7.8341464960e-01, 1.0934592015e-03, -3.3444265277e-05, -2.3057962894e-03
-7.8321943040e-01, 1.0939149410e-03, -3.3444265277e-05, -2.3057962894e-03
-7.8302421120e-01, 1.0917764712e-03, -3.3444265277e-05, -2.3057962894e-03
-7.8282899200e-01, 1.0945109080e-03, -3.3444265277e-05, -2.3057962894e-03
-7.8263377280e-01, 1.0934592015e-03, -3.3444265277e-05, -2.3057962894e-03
-7.8243855360e-01, 1.0923373813e-03, -4.1928030683e-05, -2.3057962894e-03
-7.8224333440e-01, 1.0946511355e-03, -3.9859674654e-05, -2.3057962894e-03
-7.8204811520e-01, 1.0943005667e-03, -3.3444265277e-05, -2.3057962894e-03
-7.8185289600e-01, 1.0915310730e-03, -3.3444265277e-05, -2.3057962894e-03
-7.8165767680e-01, 1.0950017043e-03, -3.3444265277e-05, -2.3057962894e-03
-7.8146245760e-01, 1.0914609593e-03, -5.8755333967e-05, -2.3057962894e-03
-7.8126723840e-01, 1.0937396566e-03, -6.5310970871e-05, -2.3057962894e-03
-7.8107201920e-01, 1.0920569263e-03, -3.3444265277e-05, -2.3057962894e-03
-7.8087680000e-01, 1.0965792640e-03, -3.3444265277e-05, -2.2829392024e-03
-7.8068158080e-01, 1.0906195941e-03, -3.3444265277e-05, -2.2723520241e-03
-7.8048636160e-01, 1.0923023244e-03, -6.3663297425e-05, -2.2723520241e-03
-7.8029114240e-01, 1.0933890878e-03, -6.6853473673e-05, -2.2723520241e-03
-7.8009592320e-01, 1.0940201116e-03, -4.2594111438e-05, -2.2723520241e-03
-7.7990070400e-01, 1.0907598216e-03, -3.3444265277e-05, -2.2723520241e-03
-7.7970548480e-01, 1.0921270400e-03, -3.3444265277e-05, -2.2723520241e-03
-7.7951026560e-01, 1.0958781264e-03, -5.7913968803e-05, -2.2723520241e-03
-7.7931504640e-01, 1.0915661299e-03, -6.6853473673e-05, -2.2723520241e-03
-7.7911982720e-01, 1.0932138034e-03, -4.2453883911e-05, -2.2723520241e-03
-7.7892460800e-01, 1.0924776088e-03, -3.3444265277e-05, -2.2723520241e-03
-7.7872938880e-01, 1.0907948785e-03, -3.3444265277e-05, -2.2723520241e-03
-7.7853416960e-01, 1.0928281777e-03, -4.3575704129e-05, -2.2723520241e-03
-7.7833895040e-01, 1.0915310730e-03, -6.6853473673e-05, -2.2723520241e-03
-7.7814373120e-01, 1.0925827795e-03, -3.6178702061e-05, -2.2723520241e-03
-7.7794851200e-01, 1.0955976713e-03, -3.3444265277e-05, -2.2723520241e-03
-7.7775329280e-01, 1.0902690253e-03, -3.3444265277e-05, -2.2723520241e-03
-7.7755807360e-01, 1.0900586840e-03, -3.3444265277e-05, -2.2723520241e-03
-7.7736285440e-01, 1.0933890878e-03, -3.3444265277e-05, -2.2723520241e-03
-7.7716763520e-01, 1.0921971538e-03, -3.3444265277e-05, -2.2610286513e-03
-7.7697241600e-01, 1.0906897079e-03, -3.3444265277e-05, -2.2389428157e-03
-7.7677719680e-01, 1.0877449298e-03, -3.3444265277e-05, -2.2389428157e-03
-7.7658197760e-01, 1.0926178364e-03, -3.3444265277e-05, -2.2389428157e-03
-7.7638675840e-01, 1.0917063574e-03, -3.3444265277e-05, -2.2389428157e-03
-7.7619153920e-01, 1.0898483427e-03, -3.3444265277e-05, -2.2389428157e-03
-7.7599632000e-01, 1.0930034621e-03, -3.3444265277e-05, -2.2389428157e-03
-7.7580110080e-01, 1.0922672675e-03, -3.3444265277e-05, -2.2389428157e-03
-7.7560588160e-01, 1.0941252823e-03, -3.3444265277e-05, -2.2389428157e-03
-7.7541066240e-01, 1.0891472051e-03, -3.3444265277e-05, -2.2389428157e-03
-7.7521544320e-01, 1.0939850548e-03, -3.3444265277e-05, -2.2389428157e-03
-7.7502022400e-01, 1.0952120456e-03, -3.3444265277e-05, -2.2389428157e-03
-7.7482500480e-01, 1.0905845372e-03, -3.3444265277e-05, -2.2389428157e-03
-7.7462978560e-01, 1.0927931208e-03, -3.3444265277e-05, -2.2389428157e-03
-7.7443456640e-01, 1.0911805042e-03, -3.3444265277e-05, -2.2389428157e-03
-7.7423934720e-01, 1.0937396566e-03, -3.3444265277e-05, -2.2389428157e-03
-7.7404412800e-01, 1.0916713006e-03, -3.3444265277e-05, -2.2389428157e-03
-7.7384890880e-01, 1.0955275576e-03, -3.3444265277e-05, -2.2389428157e-03
-7.7365368960e-01, 1.0901287978e-03, -3.3444265277e-05, -2.2389428157e-03
-7.7345847040e-01, 1.0970700604e-03, -3.3444265277e-05, -2.2389428157e-03
-7.7326325120e-01, 1.0918816418e-03, -3.3444265277e-05, -2.2122645286e-03
-7.7306803200e-01, 1.0948614768e-03, -3.3444265277e-05, -2.2055336073e-03
-7.7287281280e-01, 1.0918115281e-03, -3.3444265277e-05, -2.2055336073e-03
-7.7267759360e-01, 1.0940902254e-03, -3.3444265277e-05, -2.2055336073e-03
-7.7248237440e-01, 1.0918465850e-03, -3.3444265277e-05, -2.2055336073e-03
-7.7228715520e-01, 1.0919868125e-03, -3.3444265277e-05, -2.2055336073e-03
-7.7209193600e-01, 1.0897782289e-03, -3.3444265277e-05, -2.2055336073e-03
-7.7189671680e-01, 1.0938798841e-03, -1.0061325089e-05, -2.2055336073e-03
-7.7170149760e-01, 1.0937747135e-03, -1.6616961993e-05, -2.2055336073e-03
-7.7150627840e-01, 1.0890770913e-03, -3.3444265277e-05, -2.2055336073e-03
-7.7131105920e-01, 1.0923373813e-03, -3.3444265277e-05, -2.2055336073e-03
-7.7111584000e-01, 1.0934942584e-03, -3.3444265277e-05, -2.2055336073e-03
-7.7092062080e-01, 1.0909701629e-03, -1.0867633371e-06, -2.2055336073e-03
-7.7072540160e-01, 1.0943005667e-03, 0.0000000000e+00, -2.2055336073e-03
-7.7053018240e-01, 1.0925126657e-03, -3.0920169785e-05, -2.2055336073e-03
-7.7033496320e-01, 1.0935643722e-03, -3.3444265277e-05, -2.2055336073e-03
-7.7013974400e-01, 1.0907247647e-03, -2.8571358701e-05, -2.2055336073e-03
-7.6994452480e-01, 1.0966844347e-03, 0.0000000000e+00, -2.2055336073e-03
-7.6974930560e-01, 1.0933890878e-03, 0.0000000000e+00, -2.2055336073e-03
-7.6955408640e-01, 1.0921971538e-03, -1.6161222529e-05, -2.1903890344e-03
-7.6935886720e-01, 1.0902339684e-03, -3.3444265277e-05, -2.1721243989e-03
-7.6916364800e-01, 1.0923724382e-03, -2.5486353099e-05, -2.1721243989e-03
-7.6896842880e-01, 1.0885512381e-03, 0.0000000000e+00, -2.1721243989e-03
-7.6877320960e-01, 1.0901638546e-03, 0.0000000000e+00, -2.1721243989e-03
-7.6857799040e-01, 1.0945459649e-03, -2.7344367837e-06, -2.1721243989e-03
