% Moku:Pro Oscilloscope
% Channel A
% Channel B
% Channel C
% Channel D
% Time span 2.788 s, time offset -92.92 ms, Precision acquisition mode, no averaging
% Edge trigger: Channel D, level 4.593 mV, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output A (off) - Ramp, 200.000 mHz, 22.0 mVpp, offset 5.1 mV, phase 0.000 000 deg, symmetry 50.00 %
% Output B (off) - DC, 1.5 mV
% Internal 10 MHz clock
% Acquired 2025-09-23 T 16:37:12 +0800
% Time (s), Channel A (V), Channel B (V), Channel D (V)
-1.0434466240e+00, 1.4259316575e-02, 9.7317903993e-05, 5.5137814330e-03
-1.0432514048e+00, 1.4261139533e-02, 2.2036755926e-04, 5.5137814330e-03
-1.0430561856e+00, 1.4267309544e-02, 1.7293559813e-04, 5.5137814330e-03
-1.0428609664e+00, 1.4260368282e-02, 2.0262877705e-05, 5.5137814330e-03
-1.0426657472e+00, 1.4260648737e-02, -2.9447780747e-05, 5.5137814330e-03
-1.0424705280e+00, 1.4263909027e-02, 7.6388945534e-05, 5.5137814330e-03
-1.0422753088e+00, 1.4259456803e-02, 2.1307572784e-04, 5.5137814330e-03
-1.0420800896e+00, 1.4265206132e-02, 1.9400478411e-04, 5.5137814330e-03
-1.0418848704e+00, 1.4255810887e-02, 4.5188320694e-05, 5.5137814330e-03
-1.0416896512e+00, 1.4251849460e-02, -3.2322445058e-05, 5.5137814330e-03
-1.0414944320e+00, 1.4255214920e-02, 6.0613348705e-05, 5.5137814330e-03
-1.0412992128e+00, 1.4249746047e-02, 2.0595918082e-04, 5.5137814330e-03
-1.0411039936e+00, 1.4253567247e-02, 2.1181368009e-04, 5.5137814330e-03
-1.0409087744e+00, 1.4247081724e-02, 7.1901664658e-05, 5.5137814330e-03
-1.0407135552e+00, 1.4242839841e-02, -2.8676529347e-05, 5.5137814330e-03
-1.0405183360e+00, 1.4246065074e-02, 4.6169913386e-05, 5.5137814330e-03
-1.0403231168e+00, 1.4246801269e-02, 1.9680933466e-04, 5.5137814330e-03
-1.0401278976e+00, 1.4248448942e-02, 2.2425887314e-04, 5.5137814330e-03
-1.0399326784e+00, 1.4249255250e-02, 9.9982227013e-05, 5.5137814330e-03
-1.0397374592e+00, 1.4238001991e-02, -2.0893901578e-05, 5.5137814330e-03
-1.0395422400e+00, 1.4238317503e-02, 3.1551193658e-05, 5.5137814330e-03
-1.0393470208e+00, 1.4243085239e-02, 1.8510033613e-04, 5.5137814330e-03
-1.0391518016e+00, 1.4249956388e-02, 2.4308441869e-04, 5.5137814330e-03
-1.0389565824e+00, 1.4251253493e-02, 1.2869381324e-04, 5.5137814330e-03
-1.0387613632e+00, 1.4247782861e-02, -6.7659781955e-06, 5.5137814330e-03
-1.0385661440e+00, 1.4248028259e-02, 2.2015721797e-05, 5.5137814330e-03
-1.0383709248e+00, 1.4250236843e-02, 1.7433787340e-04, 5.5137814330e-03
-1.0381757056e+00, 1.4253427019e-02, 2.5766808154e-04, 5.5137814330e-03
-1.0379804864e+00, 1.4254794238e-02, 1.6105131518e-04, 5.5137814330e-03
-1.0377852672e+00, 1.4247221951e-02, 2.1209413514e-05, 5.5137814330e-03
-1.0375900480e+00, 1.4248203544e-02, 2.1454811687e-05, 5.5137814330e-03
-1.0373948288e+00, 1.4248203544e-02, 1.6420643455e-04, 5.5137814330e-03
-1.0371996096e+00, 1.4250517298e-02, 2.6366280833e-04, 5.5137814330e-03
-1.0370043904e+00, 1.4253637361e-02, 1.9081460787e-04, 5.5137814330e-03
-1.0368091712e+00, 1.4245854733e-02, 4.1016551755e-05, 5.5137814330e-03
-1.0366139520e+00, 1.4247677691e-02, 1.6616961993e-05, 5.5137814330e-03
-1.0364187328e+00, 1.4251604061e-02, 1.4825555331e-04, 5.5137814330e-03
-1.0362235136e+00, 1.4249921331e-02, 2.6110365596e-04, 5.5137814330e-03
-1.0360282944e+00, 1.4251463834e-02, 2.1514408386e-04, 5.5137814330e-03
-1.0358330752e+00, 1.4245504164e-02, 6.2190908388e-05, 5.5137814330e-03
-1.0356378560e+00, 1.4248238601e-02, 9.4653580973e-06, 5.5137814330e-03
-1.0354426368e+00, 1.4249255250e-02, 1.2823807378e-04, 5.5137814330e-03
-1.0352474176e+00, 1.4250061559e-02, 2.5528421357e-04, 5.5137814330e-03
-1.0350521984e+00, 1.4245714505e-02, 2.3113002198e-04, 5.5137814330e-03
-1.0348569792e+00, 1.4243365694e-02, 8.1577364046e-05, 5.5137814330e-03
-1.0346617600e+00, 1.4235758351e-02, 3.8562570026e-06, 5.5137814330e-03
-1.0344665408e+00, 1.4239299096e-02, 1.0152472981e-04, 5.5137814330e-03
-1.0342713216e+00, 1.4239789892e-02, 2.4357521504e-04, 5.5137814330e-03
-1.0340761024e+00, 1.4240175518e-02, 2.4063043696e-04, 5.5137814330e-03
-1.0338808832e+00, 1.4237020399e-02, 9.5880571838e-05, 5.5137814330e-03
-1.0336856640e+00, 1.4235057213e-02, 1.5074459192e-06, 5.5137814330e-03
-1.0334904448e+00, 1.4235793408e-02, 7.4285532623e-05, 5.5137814330e-03
-1.0332952256e+00, 1.4241542736e-02, 2.2432898691e-04, 5.5137814330e-03
-1.0331000064e+00, 1.4244277173e-02, 2.4662516376e-04, 5.5137814330e-03
-1.0329047872e+00, 1.4243330637e-02, 1.1120042920e-04, 5.5137814330e-03
-1.0327095680e+00, 1.4244277173e-02, -1.0166495734e-06, 5.5137814330e-03
-1.0325143488e+00, 1.4246836325e-02, 4.9710658452e-05, 5.5137814330e-03
-1.0323191296e+00, 1.4248694340e-02, 2.0154201371e-04, 5.5137814330e-03
-1.0321239104e+00, 1.4250657526e-02, 2.5304057313e-04, 5.5137814330e-03
-1.0319286912e+00, 1.4252831052e-02, 1.3041160045e-04, 5.5137814330e-03
-1.0317334720e+00, 1.4248904682e-02, -4.1367120573e-06, 5.5137814330e-03
-1.0315382528e+00, 1.4252340256e-02, 3.0744885375e-05, 5.5137814330e-03
-1.0313430336e+00, 1.4253286792e-02, 1.7921077998e-04, 5.5137814330e-03
-1.0311478144e+00, 1.4258966007e-02, 2.5535432734e-04, 5.5137814330e-03
-1.0309525952e+00, 1.4258475210e-02, 1.4951760106e-04, 5.5137814330e-03
-1.0307573760e+00, 1.4251604061e-02, 5.9596699131e-06, 5.5137814330e-03
-1.0305621568e+00, 1.4248834568e-02, 1.0832576489e-05, 5.5137814330e-03
-1.0303669376e+00, 1.4251919573e-02, 1.5719505818e-04, 5.5137814330e-03
-1.0301717184e+00, 1.4249675933e-02, 2.5395205206e-04, 5.5137814330e-03
-1.0299764992e+00, 1.4251814403e-02, 1.7097241274e-04, 5.5137814330e-03
-1.0297812800e+00, 1.4245539221e-02, 2.1700209860e-05, 5.5137814330e-03
-1.0295860608e+00, 1.4246661041e-02, -1.2620477463e-06, 5.5137814330e-03
-1.0293908416e+00, 1.4247677691e-02, 1.3693218047e-04, 5.5137814330e-03
-1.0291956224e+00, 1.4248413885e-02, 2.5573995304e-04, 5.5137814330e-03
-1.0290004032e+00, 1.4252200028e-02, 1.9368927218e-04, 5.5137814330e-03
-1.0288051840e+00, 1.4246766212e-02, 4.2313656383e-05, 5.5137814330e-03
-1.0286099648e+00, 1.4247011610e-02, -5.2585322763e-07, 5.5137814330e-03
-1.0284147456e+00, 1.4249956388e-02, 1.1971925149e-04, 5.5137814330e-03
-1.0282195264e+00, 1.4244312230e-02, 2.4995556753e-04, 5.5137814330e-03
-1.0280243072e+00, 1.4253812645e-02, 2.1770323624e-04, 5.5137814330e-03
-1.0278290880e+00, 1.4249781104e-02, 6.5310970871e-05, 5.5137814330e-03
-1.0276338688e+00, 1.4240210575e-02, 2.5240954926e-06, 5.5137814330e-03
-1.0274386496e+00, 1.4244312230e-02, 1.0089370594e-04, 5.5137814330e-03
-1.0272434304e+00, 1.4246345529e-02, 2.4301430493e-04, 5.5137814330e-03
-1.0270482112e+00, 1.4251358663e-02, 2.3495122210e-04, 5.5137814330e-03
-1.0268529920e+00, 1.4247993203e-02, 9.0026072570e-05, 5.5137814330e-03
-1.0266577728e+00, 1.4242629500e-02, 1.4022752737e-07, 5.5137814330e-03
-1.0264625536e+00, 1.4244803026e-02, 8.2383672328e-05, 5.5137814330e-03
-1.0262673344e+00, 1.4247888032e-02, 2.3095473757e-04, 5.5137814330e-03
-1.0260721152e+00, 1.4251288549e-02, 2.4792226839e-04, 5.5137814330e-03
-1.0258768960e+00, 1.4249395478e-02, 1.1274293200e-04, 5.5137814330e-03
-1.0256816768e+00, 1.4245013368e-02, 5.5389873310e-06, 5.5137814330e-03
-1.0254864576e+00, 1.4250131672e-02, 6.3908695598e-05, 5.5137814330e-03
-1.0252912384e+00, 1.4247467349e-02, 2.1801874817e-04, 5.5137814330e-03
-1.0250960192e+00, 1.4252024744e-02, 2.5847438982e-04, 5.5137814330e-03
-1.0249008000e+00, 1.4248378828e-02, 1.3749309058e-04, 5.5137814330e-03
-1.0247055808e+00, 1.4237861764e-02, 1.2480249936e-05, 5.5137814330e-03
-1.0245103616e+00, 1.4241647907e-02, 4.7081392314e-05, 5.5137814330e-03
-1.0243151424e+00, 1.4235407782e-02, 2.0049030725e-04, 5.5137814330e-03
-1.0241199232e+00, 1.4241227224e-02, 2.6313695511e-04, 5.5137814330e-03
-1.0239247040e+00, 1.4242629500e-02, 1.6052546195e-04, 5.5137814330e-03
-1.0237294848e+00, 1.4237125569e-02, 2.1559982333e-05, 5.5137814330e-03
-1.0235342656e+00, 1.4236529602e-02, 3.2217274413e-05, 5.5137814330e-03
-1.0233390464e+00, 1.4238177276e-02, 1.7766827717e-04, 5.5137814330e-03
-1.0231438272e+00, 1.4242033533e-02, 2.6695815523e-04, 5.5137814330e-03
-1.0229486080e+00, 1.4243751320e-02, 1.7907055245e-04, 5.5137814330e-03
-1.0227533888e+00, 1.4237756593e-02, 3.2602900113e-05, 5.5137814330e-03
-1.0225581696e+00, 1.4238247389e-02, 1.9000829958e-05, 5.5137814330e-03
-1.0223629504e+00, 1.4244347287e-02, 1.5460084892e-04, 5.5137814330e-03
-1.0221677312e+00, 1.4242664557e-02, 2.6138411101e-04, 5.5137814330e-03
-1.0219725120e+00, 1.4244136946e-02, 1.9831678058e-04, 5.5137814330e-03
-1.0217772928e+00, 1.4239018641e-02, 4.4346955530e-05, 5.5137814330e-03
-1.0215820736e+00, 1.4237966934e-02, 8.4487085239e-06, 5.5137814330e-03
-1.0213868544e+00, 1.4242804784e-02, 1.2943000776e-04, 5.5137814330e-03
-1.0211916352e+00, 1.4244803026e-02, 2.5377676765e-04, 5.5137814330e-03
-1.0209964160e+00, 1.4247186894e-02, 2.1328606913e-04, 5.5137814330e-03
-1.0208011968e+00, 1.4241437566e-02, 5.9596699131e-05, 5.5137814330e-03
-1.0206059776e+00, 1.4239439323e-02, 2.8746643110e-06, 5.5137814330e-03
-1.0204107584e+00, 1.4242138703e-02, 1.0334768767e-04, 5.5137814330e-03
-1.0202155392e+00, 1.4243330637e-02, 2.4287407740e-04, 5.5137814330e-03
-1.0200203200e+00, 1.4243330637e-02, 2.2758927692e-04, 5.5137814330e-03
-1.0198251008e+00, 1.4241647907e-02, 7.8807870381e-05, 5.5137814330e-03
-1.0196298816e+00, 1.4240526087e-02, 0.0000000000e+00, 5.5137814330e-03
-1.0194346624e+00, 1.4243505922e-02, 8.1927932865e-05, 5.5137814330e-03
-1.0192394432e+00, 1.4245854733e-02, 2.2941223477e-04, 5.5137814330e-03
-1.0190442240e+00, 1.4246731155e-02, 2.4122640395e-04, 5.5137814330e-03
-1.0188490048e+00, 1.4239369210e-02, 9.9561544431e-05, 5.5137814330e-03
-1.0186537856e+00, 1.4232287720e-02, 1.8930716195e-06, 5.5137814330e-03
-1.0184585664e+00, 1.4230955558e-02, 6.0017381713e-05, 5.5137814330e-03
-1.0182633472e+00, 1.4232848630e-02, 2.1251481773e-04, 5.5137814330e-03
-1.0180681280e+00, 1.4237020399e-02, 2.4992051065e-04, 5.5137814330e-03
-1.0178729088e+00, 1.4234741701e-02, 1.2182266440e-04, 5.5137814330e-03
-1.0176776896e+00, 1.4228080894e-02, 6.4504662589e-06, 5.5137814330e-03
-1.0174824704e+00, 1.4230254420e-02, 4.2453883911e-05, 5.5137814330e-03
-1.0172872512e+00, 1.4229658453e-02, 1.9603808326e-04, 5.5137814330e-03
-1.0170920320e+00, 1.4236284204e-02, 2.5917552746e-04, 5.5137814330e-03
-1.0168968128e+00, 1.4235162384e-02, 1.4748430191e-04, 5.5137814330e-03
-1.0167015936e+00, 1.4233549767e-02, 1.6020995002e-05, 5.5137814330e-03
-1.0165063744e+00, 1.4234180791e-02, 3.3233923986e-05, 5.5137814330e-03
-1.0163111552e+00, 1.4232568175e-02, 1.8162970482e-04, 5.5137814330e-03
-1.0161159360e+00, 1.4238177276e-02, 2.6674781394e-04, 5.5137814330e-03
-1.0159207168e+00, 1.4237335911e-02, 1.7693208266e-04, 5.5137814330e-03
-1.0157254976e+00, 1.4235092270e-02, 3.3023582695e-05, 5.5137814330e-03
-1.0155302784e+00, 1.4229903852e-02, 2.6327718263e-05, 5.5137814330e-03
-1.0153350592e+00, 1.4235793408e-02, 1.6942990994e-04, 5.5137814330e-03
-1.0151398400e+00, 1.4237791650e-02, 2.6892134061e-04, 5.5137814330e-03
-1.0149446208e+00, 1.4243400751e-02, 2.0595918082e-04, 5.5137814330e-03
-1.0147494016e+00, 1.4234110677e-02, 5.4723792555e-05, 5.5137814330e-03
-1.0145541824e+00, 1.4234531360e-02, 2.0823787814e-05, 5.5137814330e-03
-1.0143589632e+00, 1.4238282446e-02, 1.5274283419e-04, 5.5137814330e-03
-1.0141637440e+00, 1.4236249147e-02, 2.7828152806e-04, 5.5137814330e-03
-1.0139685248e+00, 1.4240806542e-02, 2.2808007326e-04, 5.5137814330e-03
-1.0137733056e+00, 1.4234180791e-02, 7.8422244680e-05, 5.5137814330e-03
-1.0135780864e+00, 1.4229237771e-02, 1.6196279411e-05, 5.5137814330e-03
-1.0133828672e+00, 1.4235302611e-02, 1.3391728864e-04, 5.5137814330e-03
-1.0131876480e+00, 1.4233654938e-02, 2.7312816643e-04, 5.5137814330e-03
-1.0129924288e+00, 1.4237300854e-02, 2.5107738775e-04, 5.5137814330e-03
-1.0127972096e+00, 1.4233689995e-02, 1.0054313712e-04, 5.5137814330e-03
-1.0126019904e+00, 1.4233234255e-02, 2.0648503405e-05, 5.5137814330e-03
-1.0124067712e+00, 1.4236494545e-02, 1.1716009912e-04, 5.5137814330e-03
-1.0122115520e+00, 1.4234741701e-02, 2.6380303586e-04, 5.5137814330e-03
-1.0120163328e+00, 1.4241753078e-02, 2.6958742136e-04, 5.5137814330e-03
-1.0118211136e+00, 1.4234671587e-02, 1.2750187926e-04, 5.5137814330e-03
-1.0116258944e+00, 1.4233654938e-02, 3.4005175387e-05, 5.5137814330e-03
-1.0114306752e+00, 1.4233970450e-02, 9.8685122385e-05, 5.5137814330e-03
-1.0112354560e+00, 1.4232463004e-02, 2.5181358227e-04, 5.5137814330e-03
-1.0110402368e+00, 1.4232042321e-02, 2.8189238689e-04, 5.5137814330e-03
-1.0108450176e+00, 1.4232147492e-02, 1.5056930751e-04, 5.5137814330e-03
-1.0106497984e+00, 1.4230815330e-02, 3.8913138845e-05, 5.5137814330e-03
-1.0104545792e+00, 1.4229693510e-02, 7.9789463072e-05, 5.5137814330e-03
-1.0102593600e+00, 1.4229658453e-02, 2.3144553392e-04, 5.5137814330e-03
-1.0100641408e+00, 1.4234987099e-02, 2.8872847885e-04, 5.5137814330e-03
-1.0098689216e+00, 1.4234776758e-02, 1.6841326037e-04, 5.5137814330e-03
-1.0096737024e+00, 1.4231551525e-02, 3.0219032148e-05, 5.5137814330e-03
-1.0094784832e+00, 1.4236143977e-02, 5.5845612774e-05, 5.5137814330e-03
-1.0092832640e+00, 1.4237055455e-02, 2.0410116608e-04, 5.5137814330e-03
-1.0090880448e+00, 1.4239088755e-02, 2.8101596484e-04, 5.5137814330e-03
-1.0088928256e+00, 1.4237931878e-02, 1.7966651944e-04, 5.5137814330e-03
-1.0086976064e+00, 1.4230745217e-02, 3.3058639577e-05, 5.5137814330e-03
-1.0085023872e+00, 1.4229658453e-02, 2.8956984401e-05, 5.5137814330e-03
-1.0083071680e+00, 1.4231376241e-02, 1.7069195769e-04, 5.5137814330e-03
-1.0081119488e+00, 1.4233689995e-02, 2.6517025425e-04, 5.5137814330e-03
-1.0079167296e+00, 1.4231411297e-02, 1.8965773076e-04, 5.5137814330e-03
-1.0077215104e+00, 1.4224470035e-02, 3.8071773680e-05, 5.5137814330e-03
-1.0075262912e+00, 1.4226678618e-02, 1.2725648109e-05, 5.5137814330e-03
-1.0073310720e+00, 1.4226292993e-02, 1.3928099156e-04, 5.5137814330e-03
-1.0071358528e+00, 1.4227905609e-02, 2.5749279713e-04, 5.5137814330e-03
-1.0069406336e+00, 1.4225066002e-02, 2.0252360640e-04, 5.5137814330e-03
-1.0067454144e+00, 1.4224014295e-02, 4.8834236406e-05, 5.5137814330e-03
-1.0065501952e+00, 1.4223102816e-02, 1.9982422650e-06, 5.5137814330e-03
-1.0063549760e+00, 1.4228361349e-02, 1.1235730630e-04, 5.5137814330e-03
-1.0061597568e+00, 1.4224715433e-02, 2.4529300225e-04, 5.5137814330e-03
-1.0059645376e+00, 1.4229202714e-02, 2.1566993709e-04, 5.5137814330e-03
-1.0057693184e+00, 1.4225732083e-02, 6.2786875379e-05, 5.5137814330e-03
-1.0055740992e+00, 1.4221279859e-02, -1.5039402310e-05, 5.5137814330e-03
-1.0053788800e+00, 1.4227029187e-02, 8.5468677931e-05, 5.5137814330e-03
-1.0051836608e+00, 1.4227800439e-02, 2.2769444756e-04, 5.5137814330e-03
-1.0049884416e+00, 1.4232743459e-02, 2.2408358873e-04, 5.5137814330e-03
-1.0047932224e+00, 1.4228326292e-02, 7.7300424461e-05, 5.5137814330e-03
-1.0045980032e+00, 1.4223523499e-02, -2.3032371370e-05, 5.5137814330e-03
-1.0044027840e+00, 1.4224645319e-02, 5.7423172457e-05, 5.5137814330e-03
-1.0042075648e+00, 1.4229307885e-02, 2.0347014221e-04, 5.5137814330e-03
-1.0040123456e+00, 1.4232042321e-02, 2.2688813928e-04, 5.5137814330e-03
-1.0038171264e+00, 1.4229167657e-02, 9.5039206673e-05, 5.5137814330e-03
-1.0036219072e+00, 1.4217493715e-02, -2.3347883307e-05, 5.5137814330e-03
-1.0034266880e+00, 1.4227134358e-02, 3.4636199260e-05, 5.5137814330e-03
-1.0032314688e+00, 1.4226853903e-02, 1.8762443162e-04, 5.5137814330e-03
-1.0030362496e+00, 1.4229798681e-02, 2.3123519263e-04, 5.5137814330e-03
-1.0028410304e+00, 1.4230219364e-02, 1.1866754503e-04, 5.5137814330e-03
-1.0026458112e+00, 1.4227870552e-02, -1.2340022408e-05, 5.5137814330e-03
-1.0024505920e+00, 1.4224820604e-02, 2.1559982333e-05, 5.5137814330e-03
-1.0022553728e+00, 1.4224014295e-02, 1.7475855598e-04, 5.5137814330e-03
-1.0020601536e+00, 1.4231831980e-02, 2.5170841162e-04, 5.5137814330e-03
-1.0018649344e+00, 1.4232217606e-02, 1.4850095148e-04, 5.5137814330e-03
-1.0016697152e+00, 1.4221525257e-02, 8.5188222876e-06, 5.5137814330e-03
-1.0014744960e+00, 1.4221174688e-02, 1.6161222529e-05, 5.5137814330e-03
-1.0012792768e+00, 1.4223803954e-02, 1.6399609326e-04, 5.5137814330e-03
-1.0010840576e+00, 1.4219421844e-02, 2.6134905413e-04, 5.5137814330e-03
-1.0008888384e+00, 1.4224084409e-02, 1.7942112127e-04, 5.5137814330e-03
-1.0006936192e+00, 1.4217949455e-02, 3.3935061623e-05, 5.5137814330e-03
-1.0004984000e+00, 1.4218229910e-02, 1.7283042748e-05, 5.5137814330e-03
-1.0003031808e+00, 1.4219737356e-02, 1.5169112773e-04, 5.5137814330e-03
-1.0001079616e+00, 1.4220193095e-02, 2.6159445230e-04, 5.5137814330e-03
-9.9991274240e-01, 1.4230079136e-02, 2.0900912954e-04, 5.5137814330e-03
-9.9971752320e-01, 1.4223839011e-02, 5.6897319229e-05, 5.5137814330e-03
-9.9952230400e-01, 1.4223102816e-02, 1.1814169181e-05, 5.5137814330e-03
-9.9932708480e-01, 1.4231551525e-02, 1.3430291434e-04, 5.5137814330e-03
-9.9913186560e-01, 1.4232918743e-02, 2.5826404853e-04, 5.5137814330e-03
-9.9893664640e-01, 1.4238808300e-02, 2.2860592649e-04, 5.5137814330e-03
-9.9874142720e-01, 1.4235337668e-02, 7.8176846507e-05, 5.5137814330e-03
-9.9854620800e-01, 1.4229483169e-02, 6.3452956134e-06, 5.5137814330e-03
-9.9835098880e-01, 1.4230955558e-02, 1.1186650996e-04, 5.5137814330e-03
-9.9815576960e-01, 1.4229307885e-02, 2.4869351979e-04, 5.5137814330e-03
-9.9796055040e-01, 1.4229448112e-02, 2.4178731406e-04, 5.5137814330e-03
-9.9776533120e-01, 1.4224960831e-02, 9.7142619584e-05, 5.5137814330e-03
-9.9757011200e-01, 1.4219667242e-02, 4.6976221668e-06, 5.5137814330e-03
-9.9737489280e-01, 1.4217844284e-02, 9.0692153325e-05, 5.5137814330e-03
-9.9717967360e-01, 1.4218931048e-02, 2.3680923684e-04, 5.5137814330e-03
-9.9698445440e-01, 1.4219211503e-02, 2.5167335474e-04, 5.5137814330e-03
-9.9678923520e-01, 1.4223944182e-02, 1.1947385332e-04, 5.5137814330e-03
-9.9659401600e-01, 1.4218650592e-02, 7.8527415326e-06, 5.5137814330e-03
-9.9639879680e-01, 1.4221104574e-02, 7.0183877448e-05, 5.5137814330e-03
-9.9620357760e-01, 1.4228256178e-02, 2.2313705292e-04, 5.5137814330e-03
-9.9600835840e-01, 1.4229237771e-02, 2.5973643757e-04, 5.5137814330e-03
-9.9581313920e-01, 1.4234005507e-02, 1.4120912006e-04, 5.5137814330e-03
-9.9561792000e-01, 1.4227695268e-02, 1.4618719728e-05, 5.5137814330e-03
-9.9542270080e-01, 1.4226959073e-02, 5.0867535553e-05, 5.5137814330e-03
-9.9522748160e-01, 1.4228256178e-02, 2.0382071103e-04, 5.5137814330e-03
-9.9503226240e-01, 1.4228501576e-02, 2.6404843403e-04, 5.5137814330e-03
-9.9483704320e-01, 1.4223278101e-02, 1.6325989874e-04, 5.5137814330e-03
-9.9464182400e-01, 1.4219211503e-02, 2.3207655779e-05, 5.5137814330e-03
-9.9444660480e-01, 1.4218440251e-02, 3.4531028614e-05, 5.5137814330e-03
-9.9425138560e-01, 1.4217423602e-02, 1.8026248643e-04, 5.5137814330e-03
-9.9405616640e-01, 1.4217809227e-02, 2.6730872404e-04, 5.5137814330e-03
-9.9386094720e-01, 1.4222436736e-02, 1.8131419289e-04, 5.5137814330e-03
-9.9366572800e-01, 1.4218089682e-02, 3.4355744205e-05, 5.5137814330e-03
-9.9347050880e-01, 1.4219246559e-02, 2.0613446523e-05, 5.5137814330e-03
-9.9327528960e-01, 1.4222191338e-02, 1.5740539947e-04, 5.5137814330e-03
-9.9308007040e-01, 1.4232603231e-02, 2.6222547618e-04, 5.5137814330e-03
-9.9288485120e-01, 1.4233479654e-02, 2.0020985220e-04, 5.5137814330e-03
-9.9268963200e-01, 1.4231726809e-02, 4.6450368441e-05, 5.5137814330e-03
-9.9249441280e-01, 1.4226468277e-02, 9.8509837976e-06, 5.5137814330e-03
-9.9229919360e-01, 1.4231937151e-02, 1.3293569594e-04, 5.5137814330e-03
-9.9210397440e-01, 1.4232778516e-02, 2.5630086315e-04, 5.5137814330e-03
-9.9190875520e-01, 1.4236389375e-02, 2.1819403258e-04, 5.5137814330e-03
-9.9171353600e-01, 1.4236179033e-02, 6.5240857108e-05, 5.5137814330e-03
-9.9151831680e-01, 1.4226222879e-02, 5.4338166855e-06, 5.5137814330e-03
-9.9132309760e-01, 1.4229833738e-02, 1.1239236319e-04, 5.5137814330e-03
-9.9112787840e-01, 1.4225907367e-02, 2.4865846290e-04, 5.5137814330e-03
-9.9093265920e-01, 1.4230114193e-02, 2.3624832673e-04, 5.5137814330e-03
-9.9073744000e-01, 1.4226783789e-02, 9.1007665262e-05, 5.5137814330e-03
-9.9054222080e-01, 1.4221455143e-02, 4.2769395847e-06, 5.5137814330e-03
-9.9034700160e-01, 1.4225066002e-02, 9.5845514956e-05, 5.5137814330e-03
-9.9015178240e-01, 1.4225591855e-02, 2.4129651772e-04, 5.5137814330e-03
-9.8995656320e-01, 1.4225346457e-02, 2.5058659141e-04, 5.5137814330e-03
-9.8976134400e-01, 1.4223313158e-02, 1.1642390460e-04, 5.5137814330e-03
-9.8956612480e-01, 1.4218300024e-02, 7.8527415326e-06, 5.5137814330e-03
-9.8937090560e-01, 1.4224434978e-02, 7.9719349309e-05, 5.5137814330e-03
-9.8917568640e-01, 1.4225556798e-02, 2.2941223477e-04, 5.5137814330e-03
-9.8898046720e-01, 1.4231831980e-02, 2.6299672758e-04, 5.5137814330e-03
-9.8878524800e-01, 1.4229728567e-02, 1.3924593468e-04, 5.5137814330e-03
-9.8859002880e-01, 1.4227555040e-02, 1.4829061019e-05, 5.5137814330e-03
-9.8839480960e-01, 1.4232182549e-02, 5.9842097304e-05, 5.5137814330e-03
-9.8819959040e-01, 1.4228676861e-02, 2.1230447643e-04, 5.5137814330e-03
-9.8800437120e-01, 1.4228852145e-02, 2.6408349092e-04, 5.5137814330e-03
-9.8780915200e-01, 1.4232848630e-02, 1.6126165647e-04, 5.5137814330e-03
-9.8761393280e-01, 1.4226328050e-02, 2.3102485134e-05, 5.5137814330e-03
-9.8741871360e-01, 1.4223839011e-02, 4.0665982937e-05, 5.5137814330e-03
-9.8722349440e-01, 1.4224364864e-02, 1.8909682066e-04, 5.5137814330e-03
-9.8702827520e-01, 1.4224434978e-02, 2.6730872404e-04, 5.5137814330e-03
-9.8683305600e-01, 1.4222121224e-02, 1.7675679825e-04, 5.5137814330e-03
-9.8663783680e-01, 1.4221770655e-02, 3.0850056021e-05, 5.5137814330e-03
-9.8644261760e-01, 1.4225837253e-02, 2.1945608033e-05, 5.5137814330e-03
-9.8624739840e-01, 1.4223944182e-02, 1.6010477937e-04, 5.5137814330e-03
-9.8605217920e-01, 1.4232077378e-02, 2.6190996424e-04, 5.5137814330e-03
-9.8585696000e-01, 1.4234601474e-02, 1.8692329398e-04, 5.5137814330e-03
-9.8566174080e-01, 1.4228501576e-02, 3.5617791951e-05, 5.5137814330e-03
-9.8546652160e-01, 1.4229132600e-02, -4.5924515213e-06, 5.5137814330e-03
-9.8527130240e-01, 1.4228151007e-02, 1.2455710118e-04, 5.5137814330e-03
-9.8507608320e-01, 1.4229623397e-02, 2.4595908300e-04, 5.5137814330e-03
-9.8488086400e-01, 1.4230640046e-02, 1.9281285013e-04, 5.5137814330e-03
-9.8468564480e-01, 1.4222261451e-02, 3.8843025081e-05, 5.5137814330e-03
-9.8449042560e-01, 1.4217528772e-02, -2.3698452125e-05, 5.5137814330e-03
-9.8429520640e-01, 1.4220824119e-02, 9.1638689135e-05, 5.5137814330e-03
-9.8409998720e-01, 1.4218405194e-02, 2.2015721797e-04, 5.5137814330e-03
-9.8390476800e-01, 1.4224084409e-02, 2.0080581919e-04, 5.5137814330e-03
-9.8370954880e-01, 1.4221349972e-02, 5.3566915454e-05, 5.5137814330e-03
-9.8351432960e-01, 1.4219246559e-02, -2.9447780747e-05, 5.5137814330e-03
-9.8331911040e-01, 1.4222647077e-02, 6.5977051626e-05, 5.5137814330e-03
-9.8312389120e-01, 1.4224224637e-02, 2.1002577911e-04, 5.5137814330e-03
-9.8292867200e-01, 1.4227239529e-02, 2.1360158106e-04, 5.5137814330e-03
