% Moku:Pro Lock-In Amplifier
% Input A
% Input B
% Internal demodulation: 997.000 000 Hz, 174.000 000 deg
% Lowpass filter corner frequency 100 Hz (time constant 1.59 ms), slope 24 dB / octave
% Output A - I signal, +40.0 dB gain, invert off, offset 0.000 0 V, 0 dB output gain, output disabled
% Output B - Demodulation signal, amplitude 11 mVpp, offset 0.000 0 V, 0 dB output gain, output enabled
% Internal 10 MHz clock
% Acquired 2025-06-19 T 15:08:05 +0800
% Time (s), Probe A (Probe A) (V), Probe B (Probe B) (V)
8.563526016000e-01, 9.871109e-03, -1.104052e-04
8.583362112000e-01, 9.868956e-03, -1.354120e-04
8.603198208000e-01, 9.870447e-03, -1.442996e-04
8.623034304000e-01, 9.870281e-03, -1.330383e-04
8.642870400000e-01, 9.869067e-03, -1.111780e-04
8.662706496000e-01, 9.870557e-03, -9.218835e-05
8.682542592000e-01, 9.868625e-03, -9.119470e-05
8.702378688000e-01, 9.869343e-03, -1.077555e-04
8.722214784000e-01, 9.871109e-03, -1.165327e-04
8.742050880000e-01, 9.871827e-03, -1.090803e-04
8.761886976000e-01, 9.870281e-03, -9.660456e-05
8.781723072000e-01, 9.872047e-03, -9.229876e-05
8.801559168000e-01, 9.870943e-03, -9.875746e-05
8.821395264000e-01, 9.873980e-03, -1.018488e-04
8.841231360000e-01, 9.870999e-03, -9.914388e-05
8.861067456000e-01, 9.871440e-03, -9.632855e-05
8.880903552000e-01, 9.872489e-03, -1.035049e-04
8.900739648000e-01, 9.873869e-03, -1.089147e-04
8.920575744000e-01, 9.871109e-03, -8.832417e-05
8.940411840000e-01, 9.874366e-03, -6.458705e-05
8.960247936000e-01, 9.874973e-03, -7.049373e-05
8.980084032000e-01, 9.875084e-03, -7.203940e-05
8.999920128000e-01, 9.874145e-03, -6.756799e-05
9.019756224000e-01, 9.873317e-03, -6.050206e-05
9.039592320000e-01, 9.876188e-03, -5.790753e-05
9.059428416000e-01, 9.875084e-03, -6.613272e-05
9.079264512000e-01, 9.876740e-03, -7.380588e-05
9.099100608000e-01, 9.875967e-03, -8.755133e-05
9.118936704000e-01, 9.877071e-03, -9.356842e-05
9.138772800000e-01, 9.874587e-03, -8.512242e-05
9.158608896000e-01, 9.873924e-03, -7.518595e-05
9.178444992000e-01, 9.872600e-03, -6.988650e-05
9.198281088000e-01, 9.876022e-03, -6.144050e-05
9.218117184000e-01, 9.875360e-03, -4.725343e-05
9.237953280000e-01, 9.873704e-03, -4.079473e-05
9.257789376000e-01, 9.874421e-03, -4.719823e-05
9.277625472000e-01, 9.876795e-03, -6.569110e-05
9.297461568000e-01, 9.875249e-03, -8.065101e-05
9.317297664000e-01, 9.874090e-03, -7.595878e-05
9.337133760000e-01, 9.874035e-03, -6.800961e-05
9.356969856000e-01, 9.874200e-03, -6.121969e-05
9.376805952000e-01, 9.873869e-03, -6.331739e-05
9.396642048000e-01, 9.873648e-03, -6.646394e-05
